2022/01/01,1,1
2022/01/05,2,3
2022/01/06,1,4
2022/01/07,2,6
2022/01/11,2,8
2022/01/12,1,9
2022/01/13,2,11
2022/01/14,2,13
2022/01/17,1,14
2022/01/18,2,16
2022/01/19,1,17
2022/01/20,1,18
2022/01/21,2,20
2022/01/25,1,21
2022/01/27,2,23
2022/01/28,1,24
2022/01/31,3,27
2022/02/02,1,28
2022/02/03,1,29
2022/02/07,2,31
2022/02/08,1,32
2022/02/09,1,33
2022/02/12,1,34
2022/02/16,1,35
2022/02/22,1,36
2022/03/01,1,37
2022/03/04,1,38
2022/03/07,1,39
2022/03/13,1,40
2022/03/15,1,41
2022/03/16,1,42
2022/03/18,1,43
2022/03/21,1,44
2022/03/22,3,47
2022/03/23,1,48
2022/03/24,1,49
2022/03/29,3,52
2022/03/31,1,53
2022/04/06,4,57
2022/04/07,1,58
2022/04/08,1,59
2022/04/13,1,60
2022/04/15,1,61
2022/04/20,1,62
2022/04/21,1,63
2022/04/22,1,64
2022/04/25,2,66
2022/04/29,1,67
2022/05/09,1,68
2022/05/12,2,70
2022/05/16,1,71
2022/05/18,3,74
2022/05/19,2,76
2022/05/20,1,77
2022/05/30,1,78
2022/05/31,4,82
2022/06/05,1,83
2022/06/07,1,84
2022/06/09,3,87
2022/06/10,1,88
2022/06/14,2,90
2022/06/15,1,91
2022/06/23,1,92
2022/06/25,1,93
2022/06/27,1,94
2022/06/29,1,95
2022/07/01,1,96
2022/07/04,1,97
2022/07/06,1,98
2022/07/15,1,99
2022/07/21,1,100
2022/07/26,2,102
2022/08/09,1,103
2022/08/10,1,104
2022/08/12,1,105
2022/08/16,1,106
2022/08/18,1,107
2022/08/23,3,110
2022/08/29,1,111
2022/09/07,1,112
2022/09/08,1,113
2022/09/12,1,114
2022/09/15,1,115
2022/09/16,1,116
2022/09/18,1,117
2022/09/21,1,118
2022/09/23,2,120
2022/10/06,1,121
2022/10/07,2,123
2022/10/13,1,124
2022/10/17,1,125
2022/10/22,1,126
2022/10/26,1,127
2022/10/28,1,128
2022/10/31,1,129
2022/11/02,1,130
2022/11/03,1,131
2022/11/07,1,132
2022/11/16,1,133
2022/11/17,2,135
2022/11/21,1,136
2022/11/24,1,137
2022/11/29,1,138
2022/12/01,1,139
2022/12/06,1,140
2022/12/20,1,141
2022/12/22,1,142
2023/01/03,1,143
2023/01/05,1,144
2023/01/14,1,145
2023/01/20,1,146
2023/01/24,1,147
2023/01/30,1,148
2023/01/31,1,149
2023/02/05,1,150
2023/02/08,1,151
2023/02/10,1,152
2023/02/15,1,153
2023/03/01,1,154
2023/03/02,1,155
2023/03/08,1,156
2023/03/13,1,157
2023/03/20,1,158
2023/03/22,1,159
2023/03/26,1,160
2023/03/28,1,161
2023/03/29,1,162
2023/03/31,1,163
2023/04/03,1,164
2023/04/12,1,165
2023/04/26,1,166
2023/05/08,2,168
2023/05/10,1,169
2023/05/11,1,170
2023/05/12,1,171
2023/05/17,1,172
2023/05/19,1,173
2023/05/23,1,174
2023/06/07,1,175
2023/06/11,1,176
2023/06/12,1,177
2023/06/20,1,178
2023/06/22,1,179
2023/06/26,1,180
2023/06/30,1,181
